# 
#     *****************************************************************************
#     ***         MC-GPU, version 1.3 (http://code.google.com/p/mcgpu/)         ***
#     ***                                                                       ***
#     ***                     Andreu Badal (Andreu.Badal-Soler@fda.hhs.gov)     ***
#     *****************************************************************************
# 
#  *** SIMULATION IN THE GPU USING CUDA ***
#
#  Image created counting the energy arriving at each pixel: ideal energy integrating detector.
#  Pixel value units: eV/cm^2 per history (energy fluence).
#  Focal spot position = (15.00000000,-45.00000000,15.00000000), cone beam direction = (0.00000000,1.00000000,0.00000000)
#  Pixel size:  0.300000 x 0.300000 = 0.090000 cm^2
#  Number of pixels in X and Z:  300  300
#  (X rows given first, a blank line separates the different Z values)
# 
#  [NON-SCATTERED] [COMPTON] [RAYLEIGH] [MULTIPLE-SCATTING]
# ==========================================================
0.00000000 0.16196727 0.00000000 0.11201407
0.00000000 0.12442854 0.01999872 0.09117796
0.00000000 0.07455429 0.00999936 0.14008689
0.00000000 0.19961651 0.00000000 0.07010149
0.00000000 0.21122133 0.00999936 0.14081867
0.00000000 0.10569663 0.00000000 0.09856209
0.00000000 0.13447768 0.02999808 0.10529495
0.00000000 0.08672482 0.00999936 0.14025869
0.00000000 0.07681219 0.00000000 0.11259441
0.00000000 0.17105298 0.00999936 0.13080687
0.00000000 0.23119808 0.00999936 0.13525184
0.00000000 0.16051268 0.00999936 0.08999692
0.00000000 0.08621916 0.00000000 0.19687803
0.00000000 0.09524177 0.00999936 0.16450283
0.00000000 0.15076477 0.00000000 0.12849556
0.00000000 0.16128394 0.00999936 0.14048971
0.00000000 0.15091102 0.00999936 0.12610281
0.00000000 0.13473058 0.00999936 0.12344756
0.00000000 0.09436616 0.00999936 0.06042918
0.00000000 0.18142566 0.00000000 0.15038344
0.00000000 0.14447680 0.00000000 0.15422589
0.00000000 0.13179170 0.01999872 0.20045081
0.00000000 0.10250755 0.00000000 0.10824671
0.00000000 0.11387274 0.01999872 0.17232638
0.00000000 0.19892479 0.00000000 0.16485437
0.00000000 0.10590019 0.00000000 0.14709827
0.00000000 0.11525354 0.00999936 0.20883280
0.00000000 0.14474836 0.00999936 0.19796510
0.00000000 0.12468211 0.00000000 0.19548663
0.00000000 0.13323626 0.00999936 0.11833117
0.00000000 0.18109368 0.00999936 0.12587925
0.00000000 0.19078383 0.00999936 0.18602868
0.00000000 0.09539068 0.00999936 0.12917546
0.00000000 0.11475002 0.00000000 0.13388903
0.00000000 0.16274587 0.00000000 0.15113596
0.00000000 0.09586136 0.00999936 0.14904560
0.00000000 0.13349408 0.01999872 0.17979215
0.00000000 0.14353720 0.00999936 0.12916978
0.00000000 0.26944374 0.00000000 0.12870400
0.00000000 0.15367059 0.01999872 0.16263534
0.00000000 0.15081986 0.01999872 0.18064137
0.00000000 0.16195878 0.01999872 0.08641574
0.00000000 0.19037189 0.02999808 0.19197824
0.00000000 0.15334995 0.01999872 0.20338822
0.00000000 0.16363709 0.00999936 0.14665221
0.00000000 0.19046069 0.00000000 0.17740932
0.00000000 0.15980276 0.00000000 0.12250525
0.00000000 0.13279491 0.01999872 0.13422204
0.00000000 0.21939520 0.01999872 0.16123642
0.00000000 0.27942941 0.00000000 0.13768086
0.00000000 0.15203768 0.03999744 0.09815026
0.00000000 0.25095338 0.01999872 0.19727843
0.00000000 0.14496438 0.00999936 0.14952384
0.00000000 0.23219252 0.00999936 0.24565348
0.00000000 0.18279188 0.02999808 0.21827686
0.00000000 0.09755370 0.00000000 0.14677704
0.00000000 0.20314371 0.00999936 0.17231754
0.00000000 0.19379869 0.00999936 0.21155841
0.00000000 0.21211786 0.01999872 0.17971362
0.00000000 0.19284548 0.01999872 0.17959593
0.00000000 0.24889322 0.00000000 0.11217443
0.00000000 0.19162424 0.00999936 0.19423974
0.00000000 0.20064910 0.01999872 0.12236971
0.00000000 0.20872042 0.00999936 0.23004199
0.00000000 0.18412382 0.00000000 0.12824396
0.00000000 0.22100928 0.02999808 0.20826225
0.00000000 0.17113058 0.04999680 0.15552538
0.00000000 0.16324879 0.02999808 0.13816782
0.00000000 0.17292975 0.02999808 0.13833011
0.00000000 0.21394462 0.00999936 0.21112109
0.00000000 0.26844692 0.02999808 0.13618067
0.00000000 0.24026376 0.00999936 0.15402554
0.00000000 0.14507487 0.02999808 0.26884507
0.00000000 0.19266433 0.00000000 0.21897456
0.00000000 0.15385205 0.01999872 0.19638248
0.00000000 0.25001519 0.00999936 0.23414579
0.00000000 0.16248384 0.01999872 0.19175104
0.00000000 0.14173205 0.00999936 0.14981589
0.00000000 0.20292196 0.01999872 0.17098620
0.00000000 0.21060103 0.01999872 0.19342707
0.00000000 0.18442831 0.00000000 0.20861325
0.00000000 0.27874150 0.00999936 0.17042152
0.00000000 0.23095988 0.00999936 0.20289469
0.00000000 0.26823481 0.02999808 0.19161308
0.00000000 0.22206772 0.01999872 0.19448771
0.00000000 0.28775824 0.02999808 0.16172612
0.00000000 0.22929123 0.00999936 0.20833951
0.00000000 0.28985649 0.00999936 0.18159277
0.00000000 0.24749355 0.00999936 0.17266302
0.00000000 0.24336586 0.00999936 0.17645285
0.00000000 0.25241325 0.00999936 0.22613169
0.00000000 0.21282868 0.00999936 0.15785388
0.00000000 0.21197199 0.04999680 0.18351114
0.00000000 0.23250062 0.00000000 0.17039840
0.00000000 0.23231013 0.02999808 0.21474041
0.00000000 0.19357458 0.00000000 0.21947591
0.00000000 0.25082405 0.00999936 0.14613448
0.00000000 0.29920395 0.00000000 0.21784209
0.00000000 0.10543478 0.00999936 0.14829705
0.00000000 0.21198849 0.00999936 0.22552654
0.00000000 0.22295425 0.02999808 0.23094705
0.00000000 0.22149255 0.03999744 0.16105793
0.00000000 0.26080205 0.02999808 0.17298594
0.00000000 0.26287551 0.00999936 0.15199716
0.00000000 0.21876097 0.01999872 0.23307144
0.00000000 0.22193899 0.02999808 0.15945991
0.00000000 0.19428884 0.02999808 0.22675053
0.00000000 0.27299785 0.03999744 0.16250655
0.00000000 0.22861416 0.00999936 0.18486157
0.00000000 0.24268089 0.00000000 0.11812143
0.00000000 0.33886139 0.04999680 0.21852486
0.00000000 0.24031871 0.01999872 0.15582320
0.00000000 0.29198665 0.02999808 0.23323685
0.00000000 0.29974756 0.00999936 0.13077425
0.00000000 0.16565516 0.01999872 0.25302093
0.00000000 0.24976836 0.00000000 0.19778379
0.00000000 0.25344695 0.00000000 0.15324451
0.00000000 0.19435393 0.01999872 0.21231716
0.00000000 0.24964225 0.01999872 0.19888566
0.00000000 0.26145334 0.00999936 0.14592163
0.00000000 0.22113999 0.00000000 0.16337047
0.00000000 0.24311181 0.02999808 0.21466627
0.00000000 0.31690604 0.01999872 0.25207585
0.00000000 0.29009121 0.01999872 0.19871037
0.00000000 0.23172547 0.02999808 0.24784748
0.00000000 0.30908579 0.00000000 0.15571870
0.00000000 0.26966238 0.02999808 0.28596435
0.00000000 0.17325163 0.00999936 0.18507718
0.00000000 0.23909054 0.03999744 0.28745505
0.00000000 0.31314358 0.01999872 0.19703014
0.00000000 0.30955682 0.01999872 0.18530280
0.00000000 0.25107936 0.02999808 0.25077720
0.00000000 0.30972087 0.02999808 0.13787585
0.00000000 0.20307973 0.01999872 0.24250483
0.00000000 0.18480668 0.02999808 0.17988474
0.00000000 0.20409109 0.00000000 0.11326283
0.00000000 0.26247609 0.01999872 0.11218176
0.00000000 0.29021229 0.02999808 0.17987405
0.00000000 0.30965582 0.01999872 0.25331744
0.00000000 0.14483013 0.02999808 0.15359233
0.00000000 0.23239400 0.02999808 0.24144491
0.00000000 0.21251007 0.02999808 0.22153842
0.00000000 0.26927931 0.01999872 0.16296876
0.00000000 0.28100094 0.01999872 0.21903377
0.00000000 0.21274611 0.00999936 0.17634630
0.00000000 0.26131152 0.00000000 0.23516940
0.00000000 0.38756452 0.00999936 0.22365216
0.00000000 0.23431079 0.01999872 0.25013686
0.00000000 0.31065642 0.00000000 0.20665262
0.00000000 0.33695915 0.03999744 0.19774792
0.00000000 0.25107865 0.01999872 0.12263277
0.00000000 0.31968515 0.02999808 0.14614453
0.00000000 0.37658067 0.01999872 0.17733337
0.00000000 0.24179407 0.01999872 0.18002080
0.00000000 0.25156022 0.00999936 0.25659502
0.00000000 0.35830724 0.02999808 0.23390205
0.00000000 0.19313204 0.02999808 0.20972959
0.00000000 0.32912645 0.07999488 0.16289923
0.00000000 0.29160473 0.02999808 0.22399089
0.00000000 0.27208806 0.00999936 0.17648062
0.00000000 0.28097429 0.02999808 0.18727232
0.00000000 0.31033845 0.00999936 0.20468093
0.00000000 0.24310574 0.00999936 0.22997683
0.00000000 0.27438017 0.03999744 0.24539771
0.00000000 0.36046968 0.00999936 0.19346922
0.00000000 0.26220639 0.01999872 0.15999000
0.00000000 0.25140925 0.00000000 0.22306748
0.00000000 0.23068920 0.00999936 0.18703449
0.00000000 0.33922874 0.01999872 0.17670250
0.00000000 0.31298423 0.02999808 0.13754461
0.00000000 0.28934210 0.02999808 0.22826069
0.00000000 0.25073007 0.03999744 0.19458771
0.00000000 0.37828368 0.02999808 0.32464491
0.00000000 0.25099152 0.02999808 0.18275723
0.00000000 0.20359923 0.02999808 0.09465008
0.00000000 0.28251578 0.02999808 0.27460418
0.00000000 0.15431156 0.04999680 0.13220375
0.00000000 0.31945580 0.02999808 0.27849631
0.00000000 0.21413608 0.01999872 0.19867372
0.00000000 0.29940616 0.00999936 0.16698750
0.00000000 0.28837372 0.03999744 0.25675045
0.00000000 0.18253184 0.02999808 0.21635912
0.00000000 0.26956821 0.01999872 0.23868769
0.00000000 0.25201600 0.00000000 0.20862585
0.00000000 0.23315567 0.00999936 0.19411632
0.00000000 0.35802930 0.00999936 0.16276074
0.00000000 0.24201806 0.05999616 0.11187892
0.00000000 0.25079833 0.02999808 0.26643505
0.00000000 0.25124888 0.01999872 0.23676241
0.00000000 0.30125671 0.02999808 0.19386288
0.00000000 0.24906280 0.00999936 0.19453110
0.00000000 0.28748913 0.03999744 0.21228955
0.00000000 0.25101934 0.03999744 0.24236333
0.00000000 0.29079976 0.01999872 0.16946771
0.00000000 0.25213566 0.02999808 0.21277846
0.00000000 0.21382434 0.03999744 0.18377054
0.00000000 0.23214538 0.03999744 0.13067089
0.00000000 0.16417661 0.00999936 0.25225710
0.00000000 0.22260006 0.01999872 0.18086135
0.00000000 0.32968381 0.02999808 0.14492826
0.00000000 0.19310568 0.01999872 0.20945385
0.00000000 0.32127831 0.01999872 0.13187890
0.00000000 0.26999000 0.00999936 0.18555211
0.00000000 0.26107049 0.05999616 0.17283994
0.00000000 0.23976132 0.01999872 0.14652026
0.00000000 0.27921577 0.02999808 0.14072407
0.00000000 0.26022732 0.01999872 0.17176703
0.00000000 0.29017144 0.03999744 0.22555664
0.00000000 0.25926026 0.04999680 0.16050018
0.00000000 0.20210218 0.03999744 0.32839958
0.00000000 0.28956645 0.01999872 0.21494256
0.00000000 0.24036720 0.02999808 0.17184796
0.00000000 0.20329670 0.03999744 0.22247889
0.00000000 0.17512079 0.02999808 0.12514934
0.00000000 0.36718612 0.00999936 0.23004068
0.00000000 0.21291262 0.03999744 0.14738172
0.00000000 0.19567346 0.00999936 0.17316490
0.00000000 0.18410516 0.00999936 0.17062806
0.00000000 0.28903064 0.00000000 0.19290827
0.00000000 0.21359625 0.00999936 0.12852927
0.00000000 0.20328594 0.03999744 0.14642264
0.00000000 0.16394044 0.00000000 0.16938704
0.00000000 0.28002603 0.01999872 0.17109064
0.00000000 0.31004735 0.01999872 0.18063646
0.00000000 0.17397353 0.02999808 0.14945597
0.00000000 0.20252417 0.01999872 0.18241529
0.00000000 0.31817683 0.03999744 0.22009861
0.00000000 0.14459126 0.00000000 0.14768804
0.00000000 0.20201549 0.01999872 0.12199879
0.00000000 0.23041622 0.00999936 0.11951912
0.00000000 0.23053584 0.04999680 0.15236418
0.00000000 0.22150393 0.00999936 0.20079195
0.00000000 0.27814406 0.00000000 0.19767833
0.00000000 0.25097208 0.02999808 0.24482320
0.00000000 0.23094507 0.00999936 0.14797325
0.00000000 0.20333985 0.00000000 0.17982808
0.00000000 0.28616102 0.00000000 0.16298528
0.00000000 0.14448781 0.00999936 0.17864891
0.00000000 0.21154004 0.01999872 0.19051069
0.00000000 0.21151210 0.00999936 0.20661568
0.00000000 0.21224728 0.00999936 0.17343595
0.00000000 0.13384210 0.00999936 0.08304077
0.00000000 0.17144690 0.00000000 0.16893166
0.00000000 0.25083298 0.00000000 0.16887614
0.00000000 0.28915944 0.00999936 0.13730993
0.00000000 0.22399741 0.00000000 0.14930021
0.00000000 0.22972192 0.00000000 0.16493347
0.00000000 0.23999400 0.00000000 0.17062832
0.00000000 0.29860241 0.02999808 0.16610395
